item_instance_id,template_id,counterbalance,base_context,physical_subcategory,required_components,provided_components,novelty,causal_type,causal_direction,vignette,correct_answer_number,option_1,option_2,option_3,option_4,condition,inference_level
03.1.0.0.b__c6,03.1.0.0.b,6,object_drop,object_drop,physical_knowledge_gravity|physical_knowledge_materials,object_material,0.0,intervention,backward," One day, Ed was playing xbox with you and Arun in the second bedroom. Ed showed you the vase that they had inherited from their grandparent Tarun. It was the first time either you or Arun had seen the vase. You picked up the vase to look at it more closely. The vase was very fragile, and seemed like it would break if it hit something hard. Then, you accidentally dropped the vase on the concrete floor. 

What happened next?
1. It is likely that neither the vase nor the concrete floor were broken or damaged.
2. It is likely that both the vase and the concrete floor were broken or damaged.
3. It is likely that the concrete floor was broken or damaged.
4. It is likely that the vase was broken or damaged.
",4,It is likely that neither the vase nor the concrete floor were broken or damaged.,It is likely that both the vase and the concrete floor were broken or damaged.,It is likely that the concrete floor was broken or damaged.,It is likely that the vase was broken or damaged.,B,0
12.1.0.0.a__c1,12.1.0.0.a,1,ouch_that_hurt,ouch_that_hurt,physical_knowledge_materials|physical_knowledge_human_anatomy,agent_action_sequence|object_contact|object_name,1.0,intervention,backward," You were walking around your home in New York trying on your new pair of Doc Martins. Your co-worker Christina was sitting on a wooden bench in the office, and you were telling them that later you will be spending some time practicing the piano with Nancy. As you were walking across the marble floor, you stepped on a wine glass that Christina had left there. 

What would your most likely response be?
1. 'Oww! That really hurt! I've just stepped next to your wine glass.'
2. 'Oww! That really hurt! I've just stepped on your wine glass.'
3. 'Oops! I've just stepped on your wine glass.'
4. 'Oops! I've just stepped on your marble floor.'
",3,'Oww! That really hurt! I've just stepped next to your wine glass.','Oww! That really hurt! I've just stepped on your wine glass.','Oops! I've just stepped on your wine glass.','Oops! I've just stepped on your marble floor.',A,2
12.1.0.0.a__c2,12.1.0.0.a,2,ouch_that_hurt,ouch_that_hurt,physical_knowledge_materials|physical_knowledge_human_anatomy,agent_action_sequence|object_contact|object_name,1.0,intervention,backward," You were walking around your home in Chennai trying on your new pair of builder's work boots. 'I really could use a new pair of high-heeled shoes,' you thought. Your classmate Katherine was sitting on a settee in the entrance hall, and you were telling them that later you will be spending some time cleaning the house with Vitoria. As you were walking across the concrete floor, you stepped on a small glass statue that Katherine had left there. 

What would your most likely response be?
1. 'Oww! That really hurt! I've just stepped next to your small glass statue.'
2. 'Oww! That really hurt! I've just stepped on your small glass statue.'
3. 'Oops! I've just stepped on your concrete floor.'
4. 'Oops! I've just stepped on your small glass statue.'
",4,'Oww! That really hurt! I've just stepped next to your small glass statue.','Oww! That really hurt! I've just stepped on your small glass statue.','Oops! I've just stepped on your concrete floor.','Oops! I've just stepped on your small glass statue.',A,3
12.1.0.0.a__c3,12.1.0.0.a,3,ouch_that_hurt,ouch_that_hurt,physical_knowledge_materials|physical_knowledge_human_anatomy,agent_action_sequence|object_contact|object_name,1.0,intervention,backward," You were walking barefoot around your home in Fes. 'I should put some shoes on to protect my feet,' you thought. Your cook Dean was sitting on a glass and metal coffee table in the home office, and you were telling them that later you will be spending some time discussing work with Rajesh. As you were walking across the marble floor, you stepped on a fireplace poker that Dean had left there. 

What would your most likely response be?
1. 'Oops! I've just stepped on your fireplace poker.'
2. 'Oops! I've just stepped on your marble floor.'
3. 'Oww! That really hurt! I've just stepped next to your fireplace poker.'
4. 'Oww! That really hurt! I've just stepped on your fireplace poker.'
",4,'Oops! I've just stepped on your fireplace poker.','Oops! I've just stepped on your marble floor.','Oww! That really hurt! I've just stepped next to your fireplace poker.','Oww! That really hurt! I've just stepped on your fireplace poker.',B,0
12.1.0.0.a__c4,12.1.0.0.a,4,ouch_that_hurt,ouch_that_hurt,physical_knowledge_materials|physical_knowledge_human_anatomy,agent_action_sequence|object_contact|object_name,1.0,intervention,backward," You were walking barefoot around your home in Chongqing. Your mate Leah was sitting on a dressing table in the sitting room, and you were telling them that later you will be spending some time swimming with Karan. As you were walking across the carpet, you stepped on a cheese knife that Leah had left there. 

What would your most likely response be?
1. 'Oww! That really hurt! I've just stepped next to your cheese knife.'
2. 'Oops! I've just stepped on your cheese knife.'
3. 'Oops! I've just stepped on your carpet.'
4. 'Oww! That really hurt! I've just stepped on your cheese knife.'
",4,'Oww! That really hurt! I've just stepped next to your cheese knife.','Oops! I've just stepped on your cheese knife.','Oops! I've just stepped on your carpet.','Oww! That really hurt! I've just stepped on your cheese knife.',B,2
12.1.0.0.a__c5,12.1.0.0.a,5,ouch_that_hurt,ouch_that_hurt,physical_knowledge_materials|physical_knowledge_human_anatomy,agent_action_sequence|object_contact|object_name,1.0,intervention,backward," You were walking barefoot around your home in Jaipur. 'I really could use a new pair of loafers,' you thought. Your assistant Kathy was sitting on a wooden bench in the main room, and you were telling them that later you will be spending some time watching a local talent show with Vinicius. As you were walking across the concrete floor, you stepped on a hammer that Kathy had left there. 

What would your most likely response be?
1. 'Oww! That really hurt! I've just stepped next to your hammer.'
2. 'Oops! I've just stepped on your concrete floor.'
3. 'Oww! That really hurt! I've just stepped on your hammer.'
4. 'Oops! I've just stepped on your hammer.'
",3,'Oww! That really hurt! I've just stepped next to your hammer.','Oops! I've just stepped on your concrete floor.','Oww! That really hurt! I've just stepped on your hammer.','Oops! I've just stepped on your hammer.',B,3
12.1.0.0.a__c6,12.1.0.0.a,6,ouch_that_hurt,ouch_that_hurt,physical_knowledge_materials|physical_knowledge_human_anatomy,agent_action_sequence|object_contact|object_name,1.0,intervention,backward," You were walking around your home in Newcastle trying on your new pair of builder's work boots. 'These boots will protect my feet from sharp objects,' you thought. Your assistant Nitin was sitting on a dining table in the sitting room, and you were telling them that later you will be spending some time watching the news with Firat. As you were walking across the marble floor, you stepped on a shot glass that Nitin had left there. 

What would your most likely response be?
1. 'Oww! That really hurt! I've just stepped on your shot glass.'
2. 'Oww! That really hurt! I've just stepped next to your shot glass.'
3. 'Oops! I've just stepped on your marble floor.'
4. 'Oops! I've just stepped on your shot glass.'
",4,'Oww! That really hurt! I've just stepped on your shot glass.','Oww! That really hurt! I've just stepped next to your shot glass.','Oops! I've just stepped on your marble floor.','Oops! I've just stepped on your shot glass.',A,0
12.1.0.0.b__c1,12.1.0.0.b,1,ouch_that_hurt,ouch_that_hurt,physical_knowledge_materials|physical_knowledge_human_anatomy,agent_action_sequence|object_contact|object_name,1.0,intervention,backward," You were walking on a sandy beach near your home in Burundi wearing a pair of Doc Martins. Your housemate Ron was walking beside you, talking about how later that day they will be running for charity with their friend Enes. As you were walking along the beach, listening to Ron, you stepped on a bouquet of roses that had been left there. 

What would your most likely response be?
1. 'Oops! I've just stepped on that patch of sand.'
2. 'Oww! That really hurt! I've just stepped on that bouquet of roses.'
3. 'Oww! That really hurt! I've just stepped next to that bouquet of roses.'
4. 'Oops! I've just stepped on that bouquet of roses.'
",4,'Oops! I've just stepped on that patch of sand.','Oww! That really hurt! I've just stepped on that bouquet of roses.','Oww! That really hurt! I've just stepped next to that bouquet of roses.','Oops! I've just stepped on that bouquet of roses.',A,2
12.1.0.0.b__c2,12.1.0.0.b,2,ouch_that_hurt,ouch_that_hurt,physical_knowledge_materials|physical_knowledge_human_anatomy,agent_action_sequence|object_contact|object_name,1.0,intervention,backward," You were walking on a sandy beach near your home in Equatorial Guinea wearing a pair of thick-soled hiking boots. 'I really could use a new pair of trainers,' you thought. Your associate Kamran was walking beside you, talking about how later that day they will be washing the car with their friend Kieran. As you were walking along the beach, listening to Kamran, you stepped on a wine glass that had been left there. 

What would your most likely response be?
1. 'Oww! That really hurt! I've just stepped on that wine glass.'
2. 'Oww! That really hurt! I've just stepped next to that wine glass.'
3. 'Oops! I've just stepped on that patch of sand.'
4. 'Oops! I've just stepped on that wine glass.'
",4,'Oww! That really hurt! I've just stepped on that wine glass.','Oww! That really hurt! I've just stepped next to that wine glass.','Oops! I've just stepped on that patch of sand.','Oops! I've just stepped on that wine glass.',A,3
12.1.0.0.b__c3,12.1.0.0.b,3,ouch_that_hurt,ouch_that_hurt,physical_knowledge_materials|physical_knowledge_human_anatomy,agent_action_sequence|object_contact|object_name,1.0,intervention,backward," You were walking barefoot on a sandy beach near your home in Israel. 'I should put some shoes on to protect my feet,' you thought. Your pal Dawn was walking beside you, talking about how later that day they will be watching a film with their friend Drew. As you were walking along the beach, listening to Dawn, you stepped on a metal ash tray that had been left there. 

What would your most likely response be?
1. 'Oops! I've just stepped on that metal ash tray.'
2. 'Oops! I've just stepped on that patch of sand.'
3. 'Oww! That really hurt! I've just stepped next to that metal ash tray.'
4. 'Oww! That really hurt! I've just stepped on that metal ash tray.'
",4,'Oops! I've just stepped on that metal ash tray.','Oops! I've just stepped on that patch of sand.','Oww! That really hurt! I've just stepped next to that metal ash tray.','Oww! That really hurt! I've just stepped on that metal ash tray.',B,0
12.1.0.0.b__c4,12.1.0.0.b,4,ouch_that_hurt,ouch_that_hurt,physical_knowledge_materials|physical_knowledge_human_anatomy,agent_action_sequence|object_contact|object_name,1.0,intervention,backward," You were walking barefoot on a sandy beach near your home in Serbia. Your pal Arjan was walking beside you, talking about how later that day they will be listening to the radio with their friend Anthony. As you were walking along the beach, listening to Arjan, you stepped on a claw hammer that had been left there. 

What would your most likely response be?
1. 'Oww! That really hurt! I've just stepped on that claw hammer.'
2. 'Oops! I've just stepped on that patch of sand.'
3. 'Oww! That really hurt! I've just stepped next to that claw hammer.'
4. 'Oops! I've just stepped on that claw hammer.'
",1,'Oww! That really hurt! I've just stepped on that claw hammer.','Oops! I've just stepped on that patch of sand.','Oww! That really hurt! I've just stepped next to that claw hammer.','Oops! I've just stepped on that claw hammer.',B,2
12.1.0.0.b__c5,12.1.0.0.b,5,ouch_that_hurt,ouch_that_hurt,physical_knowledge_materials|physical_knowledge_human_anatomy,agent_action_sequence|object_contact|object_name,1.0,intervention,backward," You were walking barefoot on a sandy beach near your home in Equatorial Guinea. 'I really could use a new pair of shoes,' you thought. Your line manager Dominique was walking beside you, talking about how later that day they will be washing the dishes with their friend Raffaele. As you were walking along the beach, listening to Dominique, you stepped on a nail that had been left there. 

What would your most likely response be?
1. 'Oww! That really hurt! I've just stepped next to that nail.'
2. 'Oops! I've just stepped on that nail.'
3. 'Oops! I've just stepped on that patch of sand.'
4. 'Oww! That really hurt! I've just stepped on that nail.'
",4,'Oww! That really hurt! I've just stepped next to that nail.','Oops! I've just stepped on that nail.','Oops! I've just stepped on that patch of sand.','Oww! That really hurt! I've just stepped on that nail.',B,3
12.1.0.0.b__c6,12.1.0.0.b,6,ouch_that_hurt,ouch_that_hurt,physical_knowledge_materials|physical_knowledge_human_anatomy,agent_action_sequence|object_contact|object_name,1.0,intervention,backward," You were walking on a sandy beach near your home in Mexico wearing a pair of thick-soled hiking boots. 'These boots will protect my feet from sharp objects,' you thought. Your schoolmate Riccardo was walking beside you, talking about how later that day they will be looking for a job with their friend Lucy. As you were walking along the beach, listening to Riccardo, you stepped on a bouquet of roses that had been left there. 

What would your most likely response be?
1. 'Oww! That really hurt! I've just stepped next to that bouquet of roses.'
2. 'Oops! I've just stepped on that patch of sand.'
3. 'Oww! That really hurt! I've just stepped on that bouquet of roses.'
4. 'Oops! I've just stepped on that bouquet of roses.'
",4,'Oww! That really hurt! I've just stepped next to that bouquet of roses.','Oops! I've just stepped on that patch of sand.','Oww! That really hurt! I've just stepped on that bouquet of roses.','Oops! I've just stepped on that bouquet of roses.',A,0
01.1.0.0.a__c1,01.1.0.0.a,1,unexpected_contents,unexpected_contents,physical_knowledge_materials|physical_knowledge_object_permanence,object_label|object_material|object_contents|object_material_transparency,0.0,counterfactual,forward," You went into the hallway in your home in Lagos and found a box that you had not ordered and had never seen before. The box was made of opaque plastic and was tightly sealed with an opaque plastic lid. You were not able to see inside and would have to rely on the label. The label on the box was written in your language. You read the label which said: 'Cornish pasties'. The box was filled with cornish pasties and did not contain any crackers. 

Before opening it, what would you have believed was inside the box?
1. Cornish pasties.
2. Crackers.
3. Plums.
4. Both cornish pasties and crackers.
",1,Cornish pasties.,Crackers.,Plums.,Both cornish pasties and crackers.,A,0
01.1.0.0.a__c2,01.1.0.0.a,2,unexpected_contents,unexpected_contents,physical_knowledge_materials|physical_knowledge_object_permanence,object_label|object_material|object_contents|object_material_transparency,0.0,counterfactual,forward," You went into the family room in your home in Mecca and found a box that you had not ordered and had never seen before. The box was made of opaque plastic and was tightly sealed with an opaque plastic lid. The label on the box was written in your language. You read the label which said: 'Peaches'. The box was filled with peaches and did not contain any sushi. 

Before opening it, what would you have believed was inside the box?
1. Sushi.
2. Sprouts.
3. Both peaches and sushi.
4. Peaches.
",4,Sushi.,Sprouts.,Both peaches and sushi.,Peaches.,A,2
01.1.0.0.a__c3,01.1.0.0.a,3,unexpected_contents,unexpected_contents,physical_knowledge_materials|physical_knowledge_object_permanence,object_label|object_material|object_contents|object_material_transparency,0.0,counterfactual,forward," You went into the lounge in your home in Houston and found a box that you had not ordered and had never seen before. The box was made of opaque plastic and was tightly sealed with an opaque plastic lid. Earlier that day, you had eaten some pretzels. The label on the box was written in your language. You read the label which said: 'Burgers'. The box was filled with burgers and did not contain any smarties. 

Before opening it, what would you have believed was inside the box?
1. Both burgers and smarties.
2. Smarties.
3. Burgers.
4. Pretzels.
",3,Both burgers and smarties.,Smarties.,Burgers.,Pretzels.,A,3
01.1.0.0.a__c4,01.1.0.0.a,4,unexpected_contents,unexpected_contents,physical_knowledge_materials|physical_knowledge_object_permanence,object_label|object_material|object_contents|object_material_transparency,0.0,counterfactual,forward," You went into the pantry in your home in Ottawa and found a box that you had not ordered and had never seen before. The box was made of opaque plastic and was tightly sealed with an opaque plastic lid. You were not able to see inside and would have to rely on the label. The label on the box was written in your language. You read the label which said: 'Pork chops'. The box was filled with noodles and did not contain any pork chops. 

Before opening it, what would you have believed was inside the box?
1. Noodles.
2. Pork chops.
3. Prunes.
4. Both noodles and pork chops.
",2,Noodles.,Pork chops.,Prunes.,Both noodles and pork chops.,B,0
01.1.0.0.a__c5,01.1.0.0.a,5,unexpected_contents,unexpected_contents,physical_knowledge_materials|physical_knowledge_object_permanence,object_label|object_material|object_contents|object_material_transparency,0.0,counterfactual,forward," You went into the bedroom in your home in Washington and found a box that you had not ordered and had never seen before. The box was made of opaque plastic and was tightly sealed with an opaque plastic lid. The label on the box was written in your language. You read the label which said: 'Raisins'. The box was filled with pineapple and did not contain any raisins. 

Before opening it, what would you have believed was inside the box?
1. Both pineapple and raisins.
2. Raisins.
3. Pineapple.
4. Muffins.
",2,Both pineapple and raisins.,Raisins.,Pineapple.,Muffins.,B,2
01.1.0.0.a__c6,01.1.0.0.a,6,unexpected_contents,unexpected_contents,physical_knowledge_materials|physical_knowledge_object_permanence,object_label|object_material|object_contents|object_material_transparency,0.0,counterfactual,forward," You went into the kitchen in your home in Athens and found a box that you had not ordered and had never seen before. The box was made of opaque plastic and was tightly sealed with an opaque plastic lid. Earlier that day, you had eaten some blueberries. The label on the box was written in your language. You read the label which said: 'Pancakes'. The box was filled with muffins and did not contain any pancakes. 

Before opening it, what would you have believed was inside the box?
1. Muffins.
2. Both muffins and pancakes.
3. Blueberries.
4. Pancakes.
",4,Muffins.,Both muffins and pancakes.,Blueberries.,Pancakes.,B,3
01.1.0.0.b__c1,01.1.0.0.b,1,unexpected_contents,unexpected_contents,physical_knowledge_materials|physical_knowledge_object_permanence,object_label|object_material|object_contents|object_material_transparency,0.0,counterfactual,forward," You went into the centre of Giza to do some shopping. You went down a side street that you had never been down before, and found a shop that you didn't recognise. There were no windows and the opaque plastic door was shut: You were not able to see inside and would have to rely on the sign. The sign on the shop was written in your language. You read the sign which said: 'Headphones'. Going inside, the shop was filled with headphones, and did not contain any pets. 

Before going inside, what would you have believed was inside the shop?
1. Pets.
2. Headphones.
3. High-heeled shoes.
4. Both headphones and pets.
",2,Pets.,Headphones.,High-heeled shoes.,Both headphones and pets.,A,0
01.1.0.0.b__c2,01.1.0.0.b,2,unexpected_contents,unexpected_contents,physical_knowledge_materials|physical_knowledge_object_permanence,object_label|object_material|object_contents|object_material_transparency,0.0,counterfactual,forward," You went into the centre of Philadelphia to do some shopping. You went down a side street that you had never been down before, and found a shop that you didn't recognise. There were no windows and the opaque plastic door was shut. The sign on the shop was written in your language. You read the sign which said: 'Pizza'. Going inside, the shop was filled with pizza, and did not contain any oil paintings. 

Before going inside, what would you have believed was inside the shop?
1. Oil paintings.
2. Both pizza and oil paintings.
3. Pizza.
4. Pets.
",3,Oil paintings.,Both pizza and oil paintings.,Pizza.,Pets.,A,2
01.1.0.0.b__c3,01.1.0.0.b,3,unexpected_contents,unexpected_contents,physical_knowledge_materials|physical_knowledge_object_permanence,object_label|object_material|object_contents|object_material_transparency,0.0,counterfactual,forward," You went into the centre of Chongqing to do some shopping. You went down a side street that you had never been down before, and found a shop that you didn't recognise. There were no windows and the opaque plastic door was shut. Earlier that day, you had ordered some mobile phones. The sign on the shop was written in your language. You read the sign which said: 'Sportswear'. Going inside, the shop was filled with sportswear, and did not contain any plants. 

Before going inside, what would you have believed was inside the shop?
1. Plants.
2. Mobile phones.
3. Sportswear.
4. Both sportswear and plants.
",3,Plants.,Mobile phones.,Sportswear.,Both sportswear and plants.,A,3
01.1.0.0.b__c4,01.1.0.0.b,4,unexpected_contents,unexpected_contents,physical_knowledge_materials|physical_knowledge_object_permanence,object_label|object_material|object_contents|object_material_transparency,0.0,counterfactual,forward," You went into the centre of Douala to do some shopping. You went down a side street that you had never been down before, and found a shop that you didn't recognise. There were no windows and the opaque plastic door was shut: You were not able to see inside and would have to rely on the sign. The sign on the shop was written in your language. You read the sign which said: 'Furniture'. Going inside, the shop was filled with sporting equipment, and did not contain any furniture. 

Before going inside, what would you have believed was inside the shop?
1. Furniture.
2. Both sporting equipment and furniture.
3. Sporting equipment.
4. Toys.
",1,Furniture.,Both sporting equipment and furniture.,Sporting equipment.,Toys.,B,0
01.1.0.0.b__c5,01.1.0.0.b,5,unexpected_contents,unexpected_contents,physical_knowledge_materials|physical_knowledge_object_permanence,object_label|object_material|object_contents|object_material_transparency,0.0,counterfactual,forward," You went into the centre of Munich to do some shopping. You went down a side street that you had never been down before, and found a shop that you didn't recognise. There were no windows and the opaque plastic door was shut. The sign on the shop was written in your language. You read the sign which said: 'Pizza'. Going inside, the shop was filled with carpets, and did not contain any pizza. 

Before going inside, what would you have believed was inside the shop?
1. Both carpets and pizza.
2. Make up.
3. Pizza.
4. Carpets.
",3,Both carpets and pizza.,Make up.,Pizza.,Carpets.,B,2
01.1.0.0.b__c6,01.1.0.0.b,6,unexpected_contents,unexpected_contents,physical_knowledge_materials|physical_knowledge_object_permanence,object_label|object_material|object_contents|object_material_transparency,0.0,counterfactual,forward," You went into the centre of Jakarta to do some shopping. You went down a side street that you had never been down before, and found a shop that you didn't recognise. There were no windows and the opaque plastic door was shut. Earlier that day, you had ordered some sweets. The sign on the shop was written in your language. You read the sign which said: 'Carpets'. Going inside, the shop was filled with pets, and did not contain any carpets. 

Before going inside, what would you have believed was inside the shop?
1. Both pets and carpets.
2. Pets.
3. Sweets.
4. Carpets.
",4,Both pets and carpets.,Pets.,Sweets.,Carpets.,B,3
